commit_hash,package_name,raw_fetcher_count,direct_fetcher_count,fetcher_types,nixpkgs_target_bump
0c70fde0754f0346340f5c580d749a6023eb0190,togrill-bluetooth,1,1,fetchFromGitHub,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
6b9a10f4b22ba7862d127ce26f7e26af4093e139,pandoc-ext-diagram,1,1,fetchFromGitHub,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
8f266606a458f30cb09ac4fed3f97a954301323f,xapp-symbolic-icons,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
845bb0154c4a8f7847f5502297c8ed249714c18e,zlsplitter,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
97abff668dccb48de27d82961947062e257b3820,zlcompressor,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
77aa2ebe23f31354782cc6cfdd3facb8a6dde793,zlequalizer,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
26e8367950484dda0537b1855b5acbf2b600b7b6,zzz,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
6badb0af390695d5526ca5574d1fd1c83c3e895b,xleak,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
1346c490888ba372371d001541009a3bdf632527,unified-memory-framework,2,2,"fetchFromGitHub,fetchpatch",2dad7af78a183b6c486702c18af8a9544f298377
9595f50ed7005ad80fa83c8fb332f4868e139659,azure-mgmt-hybridcompute,1,1,fetchPypi,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
c1849365d4ad7a2013b87f73040c3792f2d2137a,azure-mgmt-dashboard,1,1,fetchPypi,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
c57b53cc5857139f801e827a323d0d655d2a84e8,torchdata,1,1,fetchFromGitHub,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
dd84201d6e44c19197357452f58f7603ee677a91,in-toto-attestation,1,1,fetchPypi,91c9a64ce2a84e648d0cf9671274bb9c2fb9ba60
d263b03d7e6b5900bfce1bc41a2117190fb4bf2b,nebula-lighthouse-service,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
a38994a0b1f70cd2f507ccab1a45de1f3161e11a,tzpfms,1,1,fetchFromSourcehut,f6b44b2401525650256b977063dbcf830f762369
d3e6a340d967260efae964e95b2f36cbfb9dd5e2,qbootctl,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
9e687756127c607992461d76afbcc295685263b2,ssh-vault,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
58cf99cf02fe1669be0eb6769ae8032f6b502a1e,vmas,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
fdeef40d0bf3a6a1308fe72a5c553216d6dd50ce,mkdocs-section-index,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
c5c94172d9f1906d7790d0317a9b51af482ab260,mkdocs-literate-nav,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
1974ddaa3b251de56832923bc90dc456e4a5918e,ocaml-pds,1,1,fetchhg,e1ebeec86b771e9d387dd02d82ffdc77ac753abc
df3b829c1acfef52eb85fa40fd4f80afe5466624,xsdata-pydantic,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
179c5fff05aea1f3976524de71b8f726c6c2aa9e,pygpoabuse,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
787aa8b71fda9c4a0c854a182db3a523366e50c5,vdu_controls,2,2,"fetchFromGitHub,fetchpatch",f6b44b2401525650256b977063dbcf830f762369
44abfc6fbf78df3ba959e2fc1771f41c70dd8e63,ddcutil-service,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
bb2404ae7f4d1a8d89afe2890b91ffa10aa22be5,edge-tts,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
dd23f0d9dca712722e9ff8db870761c24513c907,protorpc,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
f640ab99a9d1368af30c181957d9b88693c6aa14,qusb2snes,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
8e9939c0c779d1900153761bddbc7945392fddce,svg-term,2,1,"fetchFromGitHub,fetchYarnDeps",e1ebeec86b771e9d387dd02d82ffdc77ac753abc
fa819afd505d9d7dbadf79d62ac7ab9d751896ce,evil-winrm-py,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
29121bd2f0a0fa528c0116c2f9a74df9aa9966a0,treemd,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
a494f3723eb1b7f61e81e5c97d0e3b6dd218eec6,duat,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
b3605e26ae5becc3706698342bde34b5ffc54dbf,uni-algo,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
3974c53827d125d006662ea3ccda8391b9a11932,croncpp,1,1,fetchFromGitHub,f6b44b2401525650256b977063dbcf830f762369
3028f38efb536d6ed0cba051db966893806e8d4f,regex-tui,1,1,fetchFromGitHub,e1ebeec86b771e9d387dd02d82ffdc77ac753abc
2c51fdcfe3a683b665d80ae703d3d322e0032675,prmt,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
ab2f82d14e6ad651dd404304c6936f781d9a275b,millisecond,1,1,fetchFromGitHub,cb82756ecc37fa623f8cf3e88854f9bf7f64af93
f9a2957d688f131ea888ad859a99f7e09da1a8ee,cucumber-expressions,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
e859fbd5f11088f286c8cec181e8c74189366c26,unidns,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
04a35bc5efea0e39ad732692ed9c5e93bdfaaa8b,nonestorage,1,1,fetchFromGitHub,e99366c665bdd53b7b500ccdc5226675cfc51f45
e110e409abbba6ff7dd76ed0115fb91fd42789a6,toml-test,1,1,fetchFromGitHub,12c1f0253aa9a54fdf8ec8aecaafada64a111e24
25961a9e31c8ef7337773b7bde6eaf97e55ea6ae,lance-namespace-urllib3-client,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
85ca7f0e532b88266e48696131d393cd88525631,hive-metastore-client,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
5d3f02782f216ef4f3431c459b5c9c1aaa3f77e8,microhs,1,1,fetchFromGitHub,12c1f0253aa9a54fdf8ec8aecaafada64a111e24
a4ccb68d0150f96ba4c850247513845102b6c9b8,solaredge-web,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
4328c8f8f5eec1eeda741a15dbdeb82928e911d0,python-citybikes,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
4519fa6c761cb4efb16bbbc384c863e887cf1175,pysrdaligateway,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
6795a283dd3aa1932d961f409b7086d4bf823a14,pynintendoparental,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
8433b22126345a0d14ae1334c1c4d1dc490409f6,pyfirefly,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
b06c6a621243dce3c0d39a65c941bcec811f7047,meteo-lt-pkg,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
265b498a9a5d300586722529d865a2aef9ae557b,pytest-aioresponses,2,2,"fetchPypi,fetchpatch",ffcdcf99d65c61956d882df249a9be53e5902ea5
44ee5388060ed5c939e9fd6b853d7446fe1c901d,aio-ownet,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
ae69e30d0b1bc93b321932fb3d0ebfaf358ef65e,actron-neo-api,1,1,fetchFromGitHub,ffcdcf99d65c61956d882df249a9be53e5902ea5
8e2ce3a081a1fe48b77c6931340d1b8a85e78423,compit-inext-api,1,1,fetchFromGitHub,12c1f0253aa9a54fdf8ec8aecaafada64a111e24
bcfb9e6fadfb88044722e5b5aad89fec6673d77e,gh-webhook,1,1,fetchFromGitHub,cb82756ecc37fa623f8cf3e88854f9bf7f64af93
a5f6a3391a7da13c456e961b7136b1eb87001b54,opencl-cts,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
5d09bd3b71150d79651a6927ebe7eac02a414d58,django-postgres-extra,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
8be927c14a3d3f2d9349f5358d316b7089dd32eb,bit-logo,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
adcdd30fe25a69c572f2d89876a728cce3b3ba18,phytool,1,1,fetchFromGitHub,7241bcbb4f099a66aafca120d37c65e8dda32717
aaf821b4208b829d6a398cdd6b8db795daf4eb6d,mdbook-plugins,1,1,fetchFromGitHub,d7f52a7a640bc54c7bb414cca603835bf8dd4b10
d8486c1e524235d86cdadd080d82e73a6fa52e12,nextvi,1,1,fetchFromGitHub,a7fc11be66bdfb5cdde611ee5ce381c183da8386
514fd961830caca42abfe72da85636051d2f1ae3,kserve-storage,1,1,fetchPypi,7241bcbb4f099a66aafca120d37c65e8dda32717
